dl n=5 format = edgelist1
labels embedded
data:
		
334	334	34832
334	511	3654
334	521CI	619
334	532RL	452
334	5415	6819
5415	334	421
5415	511	4344
5415	521CI	7952
5415	532RL	825
5415	5415	5837
511	334	15
511	511	10922
511	521CI	341
511	532RL	653
511	5415	787
521CI	334	607
521CI	511	1822
521CI	521CI	38002
521CI	532RL	25661
521CI	5415	2973
532RL	334	813
532RL	511	2881
532RL	521CI	5499
532RL	532RL	8099
532RL	5415	2676
